id	url	outlet	language	relation	translation_route	priority	notes
1	https://www.vedomosti.ru/authors/ilya-klishin	Vedomosti	RU	author_profile	digest_only_summary_quote	P1	Seed page for authored columns
2	https://www.vedomosti.ru/opinion/columns/2019/10/30/815138-skuchayuschaya-propaganda	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Column
3	https://www.vedomosti.ru/opinion/columns/2019/07/24/807255-nezavisimie-kandidati	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Column
4	https://www.vedomosti.ru/opinion/columns/2019/02/07/793498-dud-kiselev	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Column
5	https://www.vedomosti.ru/opinion/columns/2018/11/08/785835-novaya-mediinaya-realnost	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Column
6	https://www.vedomosti.ru/newspaper/articles/2014/05/21/lajki-na-zapad	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Maximalnyi retvit; Strategic proof point on 2026-03-04; User-highlighted: early warning theme before later US election cycles
7	https://www.vedomosti.ru/opinion/columns/2018/04/26/767921-mozhno-priviknut-k-plohomu	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Column
8	https://www.vedomosti.ru/opinion/columns/2020/06/17/832880-viuchennoi-bespomoschnosti	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Column
9	https://www.vedomosti.ru/opinion/columns/2020/05/20/830688-buduschee-otmenili	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Column
10	https://www.vedomosti.ru/newspaper/articles/2014/02/12/fejk-propaganda-na-novom-urovne	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Maximalnyi retvit
11	https://www.vedomosti.ru/opinion/articles/2013/06/19/netradicionnaya_rossiya	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
12	https://www.vedomosti.ru/opinion/articles/2012/12/19/dinamika_protiv_stabilnosti	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
13	https://www.vedomosti.ru/opinion/articles/2012/10/19/pochemu_ne_vyklyuchat_facebook	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
14	https://www.vedomosti.ru/opinion/articles/2013/05/22/kak_tvitter_meshaet_uvidet_repressii	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
15	https://www.vedomosti.ru/opinion/articles/2012/09/21/molodogvardejcy_kardinala	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
16	https://www.vedomosti.ru/opinion/articles/2013/01/30/glupost_ili_izmena	Vedomosti	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
17	https://www.vedomosti.ru/opinion/articles/2016/12/06/668288-gde-bili-dekabrya	Vedomosti	RU	about_ilya	digest_only_summary_quote	P2	Mention/context
18	https://www.vedomosti.ru/politics/articles/2014/12/20/stranica-akcii-v-podderzhku-navalnogo-v-facebook-nedostupna	Vedomosti	RU	about_ilya	digest_only_summary_quote	P2	Quote mention
19	https://www.moscowtimes.ru/author/ilya-klishin	The Moscow Times RU	RU	author_profile	digest_only_summary_quote	P1	Seed page
20	https://www.moscowtimes.ru/2022/02/14/peregovori-putina-i-makrona-viyavili-probeli-v-znaniyah-o-rossii-a17479	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
21	https://www.moscowtimes.ru/2021/12/09/kak-interpretirovat-porazhenie-k-desyatiletiyu-massovih-protestov-za-chestnie-vibori-a16145	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
22	https://www.moscowtimes.ru/2020/09/25/glubokaya-glotka-moskovskogo-karantina-a523	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
23	https://www.moscowtimes.ru/2020/09/14/mitingi-v-putinskoi-rossii-kak-kot-shredingera-a480	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
24	https://www.moscowtimes.ru/2020/08/17/na-derevnyu-dedushke-a399	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
25	https://www.moscowtimes.ru/2020/07/10/noveishii-tridtsat-sedmoi-a308	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
26	https://www.moscowtimes.ru/2020/06/03/zachem-rossiya-v-ozhidanii-buri-tak-vnimatelno-smotrit-na-amerikanskie-protesti-a226	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
27	https://www.moscowtimes.ru/2020/05/25/chto-oznachayut-slova-putina-pro-russkuyu-tsivilizatsiyu-a206	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
28	https://www.moscowtimes.ru/2020/04/28/emotsionalnoe-onemenie-ot-tsenzuri-a143	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
29	https://www.moscowtimes.ru/2020/04/15/putin-tsuntsvage-a111	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
30	https://www.moscowtimes.ru/2020/03/18/grechka-i-apokalipsis-nekotorie-osobennosti-kontsa-sveta-v-rossii-a17	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
31	https://www.moscowtimes.ru/2020/11/20/russkie-lyudi-ne-pozvolyayut-nad-soboi-smeyatsya-a101552	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
32	https://ru.themoscowtimes.com/2020/09/25/glubokaya-glotka-moskovskogo-karantina-a523	ru.themoscowtimes	RU	authored_by_ilya	digest_only_summary_quote	P1	Mirror domain
33	https://ru.themoscowtimes.com/2020/12/28/material-ustal-a102263	ru.themoscowtimes	RU	authored_by_ilya	digest_only_summary_quote	P1	Opinion
34	https://www.moscowtimes.ru/2020/10/02/mitingi-v-putinskoi-rossii-kak-kot-shredingera	The Moscow Times RU	RU	authored_by_ilya	digest_only_summary_quote	P1	Canonical variant
35	https://snob.ru/profile/28206/about/	Snob	RU	author_profile	digest_only_summary_quote	P1	Seed page
36	https://snob.ru/profile/28206/blog/	Snob	RU	author_profile	digest_only_summary_quote	P1	Seed page
37	https://snob.ru/selected/entry/116806/	Snob	RU	authored_by_ilya	digest_only_summary_quote	P1	Editorial material
38	https://snob.ru/entry/84040/	Snob	RU	authored_by_ilya	digest_only_summary_quote	P1	Magazine text
39	https://snob.ru/selected/entry/81618/	Snob	RU	authored_by_ilya	digest_only_summary_quote	P1	Travel text; User preferred on 2026-03-04
40	https://snob.ru/selected/entry/70993/	Snob	RU	about_ilya	digest_only_summary_quote	P2	News mention
41	https://snob.ru/selected/entry/99684/	Snob	RU	about_ilya	digest_only_summary_quote	P2	News mention
42	https://snob.ru/entry/171888/	Snob	RU	context_mention	digest_only_summary_quote	P3	Compilation mention
43	https://snob.ru/entry/181934/	Snob	RU	context_mention	digest_only_summary_quote	P3	Compilation mention
44	https://snob.ru/entry/186879/	Snob	RU	context_mention	digest_only_summary_quote	P3	Compilation mention
45	https://snob.ru/selected/entry/65743/	Snob	RU	context_mention	digest_only_summary_quote	P3	List mention
46	https://www.the-village.ru/city/city/246017-rtvi	The Village	RU	about_ilya	digest_only_summary_quote	P2	Media appointment coverage
47	https://www.the-village.ru/weekend/news/369813-buddy	The Village	RU	about_ilya	digest_only_summary_quote	P2	Startup coverage
48	https://www.the-village.ru/city/situation-comment/236513-klishin	The Village	RU	interview_with_ilya	digest_only_summary_quote	P1	Interview
49	https://www.the-village.ru/tag/way-out	The Village	RU	category_page	digest_only_summary_quote	P3	Contains related card
50	https://meduza.io/shapito/2016/08/10/tjournal-zablokiroval-tjournal-dlya-sotrudnikov-dozhdya-i-lenty-ru	Meduza	RU	about_ilya	digest_only_summary_quote	P2	News mention
51	https://meduza.io/news/2025/09/17/servis-tribute-zablokiroval-donaty-emigrantskomu-izdaniyu-volna-i-potreboval-udalit-posty-v-kotoryh-byli-emodzi-s-lgbtk-flagom	Meduza	RU	about_ilya	digest_only_summary_quote	P2	Volna context
52	https://amp.meduza.io/feature/2016/11/02/vechnoe-ntv	Meduza AMP	RU	about_ilya	digest_only_summary_quote	P2	Feature mention
